Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1084662.5"	"Xanthomonas sacchari NCPPB 4393"	"Xanthomonas sacchari NCPPB 4393"	1084662	"WGS"	"NCPPB 4393"						" "		"2011-09-15T00:00:00Z"		"PRJNA73027"	"SAMN02471171"	"GCA_000225975.2"		"AGDB00000000"	"-"	"The University of Exeter"	"WGS"						470	4898376	69.04	4154			"insect associated with banana plant"	"isolated from an insect associated with banana plant in Tanzania"		"Tanzania"	"Tanzania"						"Insect"																			"Comparative genomics of banana-associated bacteria.  This bacterium was isolated from an insect associated with banana plant in Tanzania."		97.3	96.8	98.4			"Good"	"2014-12-08T22:13:50.552Z"	"2015-03-16T03:17:09.594Z"
"1088869.3"	"Gluconobacter morbifer G707"	"Gluconobacter morbifer G707"	1088869	"WGS"	"G707"						" "		"2011-11-04T00:00:00Z"		"PRJNA73361"	"SAMN02470912"	"GCA_000234355.2"		"AGQV00000000"	"-"	"Seoul National University, Republic of Korea"	"WGS"						19	2887061	59.04	2847	2849		"Drosophila gut"										"Fruit fly, Drosophila melanogaster"																			"We will report the genome of Gluconobacter morbifer in the family Acetobacteraceas."		98.8	97.3	99.5	0.5		"Good"	"2014-12-08T22:11:41.352Z"	"2015-03-16T03:17:09.594Z"
"1094174.3"	"Xanthomonas vasicola pv. vasculorum NCPPB 1326"	"Xanthomonas vasicola pv. vasculorum NCPPB 1326"	1094174	"WGS"	"NCPPB1326"			"pathovar vasculorum"			" "		"2012-07-17T00:00:00Z"	"20695894"	"PRJNA73853"	"SAMN02471728"	"GCA_000277995.1"		"AKBK00000000"	"-"	"University of Exeter"	"WGS"	"Illumina GAIIx"	"64.0x"	"Velvet v. 1.1.04"			580	4939284	63.3	4585													"Sugarcane, Saccharum officinarum"																			"Comparative genomics of Xanthomonas vasicola pv. vasculorum."		99	98.2	99.5			"Good"	"2014-12-08T22:13:50.647Z"	"2015-03-16T03:17:09.594Z"
"1117646.3"	"Elizabethkingia anophelis Ag1"	"Elizabethkingia anophelis Ag1"	1117646	"WGS"	"Ag1"						" "		"2011-12-23T00:00:00Z"		"PRJNA77829"	"SAMN02470679"	"GCA_000240095.2"		"AHHG00000000"	"-"	"New Mexico State University"	"WGS"						51	4045712	35.47	3797	3648		"gut"		"2010"	"United States"	"USA: New Mexico"						"Mosquito, Anopheles gambiae"																			"Mosquito guts represent a unique ecosystem that accommodates a microbiome with significant impact on mosquito life traits.  Elizabethkingia anophelis is a dominant bacterial inhabitant in the gut of mosquito Anopheles gambiae. Characterization of the genome of E.anophelis is a part of the effort to comprehend the interactions between mosquito gut and its microbiome."		97.8	96.2	100	3.4		"Good"	"2014-12-08T22:11:10.128Z"	"2015-03-16T03:17:09.594Z"
"1120983.3"	"Amorphus coralli DSM 19760"	"Amorphus coralli DSM 19760"	1120983	"WGS"	"DSM 19760"						"DSM Z"	"Yes"	"2013-04-19T00:00:00Z"		"PRJNA174976"	"SAMN02440442"	"GCA_000374525.1"		"ARFZ00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. R37654"			13	4317260	67.2	4004			"Coral mucus"			"Israel"	"Israel"	"29.533661"	"34.998221"		"10 - 15 m"		"Coral, Fungia granulosa"									"Negative"		"Nonmotile"		"Mesophile"	"25 - 30 C"	"Halotolerant"	"missing"	"Host Associated"		"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		97.9	96.8	99.4	0.4		"Good"	"2014-12-08T22:10:01.285Z"	"2015-03-16T03:17:09.594Z"
"1121035.3"	"Azovibrio restrictus DSM 23866"	"Azovibrio restrictus DSM 23866"	1121035	"WGS"	"DSM 23866"						"DSM Z"	"Yes"	"2013-07-15T00:00:00Z"		"PRJNA185557"	"SAMN02441190"	"GCA_000429665.1"	"SRR1797197"	"AUCH00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Unknown program v. before 2013-05-22"			56	4023710	65.4	3583			"Kallar grass, surface-sterilized roots"			"Pakistan"	"Pakistan"						"Kallar grass,  Leptochloa fusca"				"Roots"					"Negative"								"Host Associated "		"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		97.5	96.2	100	1.3		"Good"	"2014-12-08T22:10:10.859Z"	"2015-03-16T03:17:09.594Z"
"1121094.3"	"Bacteroides barnesiae DSM 18169"	"Bacteroides barnesiae DSM 18169"	1121094	"WGS"	"DSM 18169"						"DSM Z"	"Yes"	"2013-04-19T00:00:00Z"		"PRJNA174979"	"SAMN02441019"	"GCA_000374585.1"		"ARGC00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. R37654"			47	3617816	46.9	3062			"caecum of a healthy chicken"	"Isolated from the caecum of a healthy chicken"		"Japan"	"Japan"						"Chicken, Gallus gallus"									"Negative"	"Pleomorphic-shaped"	"Nonmotile"	"Nonsporulating"		"37 C"			"Host-Associated"		"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		98.6	98.2	99.4			"Good"	"2014-12-08T22:10:21.678Z"	"2015-03-16T03:17:09.594Z"
"1121096.3"	"Bacteroides gallinarum DSM 18171"	"Bacteroides gallinarum DSM 18171"	1121096	"WGS"	"DSM 18171"						"DSM Z"	"Yes"	"2013-04-19T00:00:00Z"		"PRJNA174174"	"SAMN02441363"	"GCA_000374365.1"		"ARFR00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. r41043"			105	4916921	47.7	4426			"caecum of a healthy chicken"	"Isolated from the caecum of a healthy chicken"		"Japan"	"Japan"						"Chicken, Gallus gallus"									"Negative"	"Pleomorphic-shaped"	"Nonmotile"	"Nonsporulating"		"37 C"			"Host-Associated"		"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		98.9	98.3	98.1			"Good"	"2014-12-08T22:10:23.415Z"	"2015-03-16T03:17:09.594Z"
"1121859.3"	"Echinicola pacifica DSM 19836"	"Echinicola pacifica DSM 19836"	1121859	"WGS"	"DSM 19836"							"Yes"	"2013-04-19T00:00:00Z"		"PRJNA169722"	"SAMN02441711"	"GCA_000373245.1"	"SRR3948024"	"ARDN00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. r41043"			30	5434320	43.8	4431			"Sea urchin"										"Sea urchin, Strongylocentrotus intermedius"									"Negative"	"Rod-shaped"	"Motile"	"Nonsporulating"	"Mesophilic"	"25 -28 C"		"Aerobic"	"Aquatic; Marine"		"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG) project"		98.4	97.5	97.6			"Good"	"2014-12-08T22:11:09.802Z"	"2015-03-16T03:17:09.594Z"
"1121865.4"	"Enterococcus columbae DSM 7374 = ATCC 51263 [PRJNA199225]"	"Enterococcus columbae DSM 7374 = ATCC 51263"	1121865	"WGS"	"DSM 7374"							"Yes"	"2013-04-19T00:00:00Z"		"PRJNA169706"	"SAMN02441041"	"GCA_000373065.1"	"SRR3947691"	"ARDE00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. r41043"			44	2502159	36.3	2320			"pigeon intestines"			"Belgium"	"Belgium"	"51.06"	"3.73"				"Rock pigeon, Columba livia"				"intestines"					"Positive"	"Coccus-shaped"							"Host-Associated"		"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG) project"		97.8	97.1	97.4	0.4		"Good"	"2014-12-08T22:11:11.688Z"	"2015-03-16T03:17:09.594Z"
"1121880.3"	"Ferrimonas senticii DSM 18821"	"Ferrimonas senticii DSM 18821"	1121880	"WGS"	"DSM 18821"						"DSM Z"	"Yes"	"2013-07-10T00:00:00Z"		"PRJNA185589"	"SAMN02440848"	"GCA_000422665.1"		"AUGM00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Unknown program v. before 2013-04-04"			36	3882221	54	3527			"mucus"	"mucus of puffer fish"		"United States"							"Puffer fish, Arothron hispidus"	"male"								"Negative"	"Bacilli "	"No"		"Mesophilic"	"20-37 C"					"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		95.3	93.9	100			"Good"	"2014-12-08T22:11:37.616Z"	"2015-03-16T03:17:09.594Z"
"1122217.3"	"Megamonas rupellensis DSM 19944"	"Megamonas rupellensis DSM 19944"	1122217	"WGS"	"DSM 19944"						"DSM Z"	"Yes"	"2013-04-22T00:00:00Z"		"PRJNA182392"	"SAMN02441331"	"GCA_000378365.1"		"ARKD00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Velvet v. 1.1.04; ALLPATHS v. r41043"			71	2329946	31.3	2183			"caecum"	"caecum of a duck"	"2000"	"France"	"France"						"Duck, Anas platyrhynchos"																			"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."		96.2	95	100			"Good"	"2014-12-08T22:12:02.062Z"	"2015-03-16T03:17:09.594Z"
"1122941.3"	"Pedobacter glucosidilyticus DD6b"		1122941	"WGS"	"DD6b"								"2014-12-08T00:00:00Z"	"-"	"PRJNA246159"	"SAMN02745950"	"GCA_000799115.1"	"SRR1693843"	"JMTN00000000"	"-"	"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory"		"Illumina"	"120x"	"SPAdes v. 2.8"			93	3872381	34.72	3351	3311		"D"	"isolated from D. magna guts"	"2008-10-24"	"Germany"	"Germany: Konstanz"						"Water flea, Daphnia magna"																			"Pedobacter glucosidilyticus DD6b was isolated from D. magna guts. The strain is able to utilize phosphite as P-source."		97.3	96.8	100	0.6		"Good"	"2015-03-12T13:40:03.029Z"	"2015-03-16T03:17:09.594Z"
"1123313.3"	"Streptococcus pleomorphus DSM 20574"	"Streptococcus pleomorphus DSM 20574"	1123313	"WGS"	"DSM 20574"						"DSM Z"	"Yes"	"2013-07-09T00:00:00Z"		"PRJNA185372"	"SAMN02440905"	"GCA_000420345.1"		"ATUT00000000"	"-"	"DOE Joint Genome Institute"	"WGS"	"Illumina HiSeq 2000"	"Unknown"	"Unknown program v. before 2013-05-20"			47	1992636	39	1982													"Chicken, Gallus gallus"		"12 weeks"		"caecum"															"'Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.'"		97.1	95.7	94.4	3.3		"Good"	"2014-12-08T22:13:32.652Z"	"2015-03-16T03:17:09.594Z"
"1141660.3"	"Providencia sneebia DSM 19967"	"Providencia sneebia DSM 19967"	1141660	"WGS"	"DSM 19967"								"2012-11-13T00:00:00Z"	"23145767"	"PRJNA82569"	"SAMN02428955"	"GCA_000314895.2"		"AKKN00000000"	"-"	"Cornell University"	"WGS"	"454"	"30.0x"	"SeqMan v. 8"			17	3553913	38.05	3277	3148		"wild caught Drosophila melanogaster hemolymph"		"1999"	"United States"	"USA: State College, PA"						"Fruit fly, Drosophila melanogaster"									"Negative"	"Bacilli"									"Sequencing genomes of natural pathogens of Drosophila melanogaster ."		94.3	92.1	97.3	2.1		"Good"	"2014-12-08T22:12:35.692Z"	"2015-03-16T03:17:09.594Z"
"1141662.3"	"Providencia burhodogranariea DSM 19968"	"Providencia burhodogranariea DSM 19968"	1141662	"WGS"	"DSM 19968"								"2012-11-13T00:00:00Z"	"23145767"	"PRJNA82573"	"SAMN02428957"	"GCA_000314855.2"		"AKKL00000000"	"-"	"Cornell University"	"WGS"	"454"	"35.0x"				59	4547175	39.08	4021	3890		"wild caught Drosophila melanogaster hemolymph"		"2001"	"United States"	"USA: State College, PA"						"Fruit fly, Drosophila melanogaster"									"Negative"	"Bacilli"									"Sequencing genomes of natural pathogens of Drosophila melanogaster."		98.4	96.5	100			"Good"	"2014-12-08T22:12:35.658Z"	"2015-03-16T03:17:09.594Z"
"1141663.3"	"Providencia rettgeri Dmel1"	"Providencia rettgeri Dmel1"	1141663	"WGS"	"Dmel1"								"2012-11-13T00:00:00Z"	"23145767"	"PRJNA82575"	"SAMN02429043"	"GCA_000314835.2"		"AJSB00000000"	"-"	"Cornell University"	"WGS"	"454"	"30.0x"	"SeqMan v. 8"			10	4251508	40.28	4082	3848		"wild caught Drosophila melanogaster hemolymph"		"1999"	"United States"	"USA: State College, PA"						"Fruit fly, Drosophila melanogaster"									"Negative"	"Bacilli"									"Sequencing genomes of natural pathogens of Drosophila melanogaster."		98.3	95.3	99.3	4.6		"Good"	"2014-12-08T22:12:35.675Z"	"2015-03-16T03:17:09.594Z"
"1143323.3"	"Chlamydia gallinacea 08-1274/3"		1143323	"WGS"	"08-1274/3"						"CSUR:P3509"		"2015-03-23T00:00:00Z"		"PRJNA209652"	"SAMN02435823"	"GCF_000471025.1"		"AWUS01000000"		"Insititute for Genome Sciences"		"Illumina"	"1949x"	"CLC bio v. 6.0.1"			4	1052114	37.83	930	907		"cloacal swab"		"2008"	"France"	"France"						"Chicken, Gallus gallus"																			"Classification of a novel species of Chlamydophila from poultry"		99	98.9	98.2			"Good"	"2016-01-17T15:33:29.292Z"	"2016-01-17T15:33:29.292Z"
