Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1034345.3"	"Coriobacteriaceae bacterium JC110"	"Coriobacteriaceae bacterium JC110"	1034345	"WGS"	"JC110"						" "		"2011-11-20T00:00:00Z"		"PRJEA70543"	"SAMEA2272806"	"GCA_000236865.1"		"CAEM00000000"	"-"	"laboratoire URMITE CNRS 6236"	"WGS"						84	2354438	62.1	1973			"host stool sample"			"Senegal"	"Senegal"						"Human, Homo sapiens"																			"-"		98	97.5	100	0.8		"Good"	"2014-12-08T22:11:03.019Z"	"2015-03-16T03:17:09.594Z"
"1034346.3"	"Clostridiaceae bacterium JC13"	"Clostridiaceae bacterium JC118"	1034346	"WGS"	"JC118"						" "		"2012-10-19T00:00:00Z"		"PRJEA70545"	"SAMEA2272058"	"GCA_000313565.2"		"CAEN00000000"	"-"	"laboratoire URMITE CNRS 6236"	"WGS"						145	3575363	39.97	3423			"host stool sample"			"Senegal"	"Senegal"						"Human, Homo sapiens"																			"-"		96.2	94.1	94.1	1.7		"Good"	"2014-12-08T22:10:56.037Z"	"2015-03-16T03:17:09.594Z"
"1034347.3"	"Bacillus massiliosenegalensis JC6"	"Bacillus sp. JC63"	1034347	"WGS"	"Bacillus massiliosenegalensis"						" "		"2012-06-01T00:00:00Z"		"PRJEA68337"	"SAMEA2272328"	"GCA_000311725.1"		"CAHJ00000000"	"-"	"laboratoire URMITE"	"WGS"						102	4895941	37.58	5047			"host stool sample"			"France"	"France: Marseille"						"Human, Homo sapiens"																			"-"		95.3	93.3	98.7	3.3		"Good"	"2014-12-08T22:10:17.507Z"	"2015-03-16T03:17:09.594Z"
"1035188.3"	"Haemophilus pittmaniae HK 85"	"Haemophilus pittmaniae HK 85"	1035188	"WGS"	"HK 85"								"2011-08-10T00:00:00Z"	"15653917"	"PRJNA67189"	"SAMN00621708"	"GCA_000223275.2"	"SRR220992"	"AFUV00000000"	"-"		"assembly"						26	2182608	42.54	2404	2390		"saliva"										"Human, Homo sapiens"														"-"					"A reference genome for the Human Microbiome Project. ;many frameshifted proteins"		99.1	91.1	100	18.6		"Good"	"2014-12-08T22:11:42.496Z"	"2015-03-16T03:17:09.594Z"
"1035195.3"	"Corynebacterium durum F0235"	"Corynebacterium durum F0235"	1035195	"WGS"	"F0235"						" "		"2012-12-10T00:00:00Z"		"PRJNA67201"	"SAMN02436928"	"GCA_000318135.1"		"AMEM00000000"	"-"	"Washington University Genome Center"	"WGS"	"Illumina"	"226x"	"Velvet v. 1.1.04"			44	2809096	56.8	2582	2823		"oral cavity"										"Human, Homo sapiens"																			"This strain will be used for comparative genome analysis."		97.9	96.9	99.7	0.5		"Good"	"2014-12-08T22:11:03.553Z"	"2015-03-16T03:17:09.594Z"
"1035197.3"	"Prevotella sp. oral taxon 473 str. F0040"	"Prevotella sp. oral taxon 473 str. F0040"	1035197	"WGS"	"F0040"						" "		"2012-12-10T00:00:00Z"		"PRJNA67205"	"SAMN02436797"	"GCA_000318095.1"		"AMEK00000000"	"-"	"Washington University Genome Center"	"WGS"	"Illumina"	"226x"	"Velvet v. 1.1.04"			90	2552288	46.1	2014	2317		"oral cavity"										"Human, Homo sapiens"																			"This strain will be used for comparative genome analysis."		97.5	97.1	100			"Good"	"2014-12-08T22:12:33.776Z"	"2015-03-16T03:17:09.594Z"
"1035839.4"	"Haemophilus sputorum CCUG 13788"	"Haemophilus [parainfluenzae] CCUG 13788"	1035839	"WGS"	"CCUG 13788"								"2011-06-01T00:00:00Z"		"PRJNA67089"	"SAMN02393707"	"GCA_000238795.2"		"AFNK00000000"	"-"	"BiRC"	"assembly"	"454"	"77x"	"Newbler Metrics v. 2.3"			87	2143543	39.72	2018						"Denmark"	"Aarhus University Hospital Skejby Denmark"						"Human, Homo sapiens"														"-"					"Strain isolated various human infections"		99.1	98.7	98.3			"Good"	"2014-12-08T22:11:42.529Z"	"2015-03-16T03:17:09.594Z"
"103855.15"	"Bordetella hinzii strain F582"		103855	"Complete"	"F582"						"ATCC:51730"		"2015-07-16T00:00:00Z"		"PRJNA287884"	"SAMN03790813"	"GCF_001078275.1"		"CP012076"	"NZ_CP012076.1"	"Centers for Disease Control and Prevention"		"PacBio RSII; Illumina HiSeq"	"482x"	"HGAP v. 3"	1		1	4912977	67.06	4617	4559		"blood"		"1994"	"United States"	"USA: WA"						"Human, Homo sapiens"	"male"		"Bacteremia"			"host_health_state:AIDS patient"													"This project is an effort by the Pertussis and Diphtheria Laboratory at the Centers for Disease Control and Prevention to characterize genomes of Bordetella species other than B. pertussis. Members of the genus Bordetella cause respiratory and opportunistic infection in a variety of hosts. These data are being made available to facilitate comparative analyses for the study of this important group of bacterial pathogens."	"collected_by:B.T. Cookson, U. of Washington"	97.7	96	100			"Good"	"2016-01-17T16:20:51.242Z"	"2016-01-17T16:20:51.242Z"
"1041522.3"	"Mycobacterium colombiense CECT 3035"	"Mycobacterium colombiense CECT 3035"	1041522	"WGS"	"CECT 3035"							"Yes"	"2011-07-29T00:00:00Z"	"21952541"	"PRJNA67689"	"SAMN00622208"	"GCA_000222105.4"	"SRR231104"	"AFVW00000000"	"-"		"assembly"						27	5576382	68.08	5267	5230					"Colombia"	"Colombia"						"Human, Homo sapiens"			"HIV positive"											"-"				"Pulmonary tuberculosis"	"Mycobacterium colombiense CECT 3035 is the type strain and is part of the Mycobacterium avium Complex. Since its description in 2006, it has been associated with opportunistic disease in immunosuppressed HIV-infected patients and causing lymphadenopathy in immunocompetent children."		98.9	98.1	100			"Good"	"2014-12-08T22:12:07.364Z"	"2015-03-16T03:17:09.594Z"
"104628.18"	"Helicobacter suis strain SNTW101"		104628	"WGS"	"SNTW101"				"MLST.Helicobacter_suis.76"				"2016-03-12T00:00:00Z"		"PRJDB4570"	"SAMD00047008"	"GCF_001653055.1"		"BDAO00000000"		"Kitasato Institute for Life Sciences, Kitasato University"		"HiSeq2000"	"30x"	"Velvet v. 1.2.10"			42	1634797	40	1760			"33-year-old Japanese patient suffering from nodular gastritis was used for the whole-genome sequencing"	"isolated from a 33-year-old Japanese patient suffering from nodular gastritis was used for the whole-genome sequencing"	"10/6/08"	"Japan"	"Japan: Tokyo"					"env_biome:not applicable"	"Human, Homo sapiens"		"33 year"	"nodular gastritis was used for the whole-genome sequencing"							"Bacilli"	"No"								"Helicobacter suis strain SNTW101 isolated from a 33-year-old Japanese patient suffering from nodular gastritis was used for the whole-genome sequencing. In vitro cultivation of H. suis strains isolated from patients remains impossible at this moment. Therefore, we tried the shotgun sequencing of extracted DNA mixtures including host genome, H. suis genome, and other bacterial genome. We found new virulence genes, which may induce gastric diseases in humans."		94.7	91.6	93.4	9.7		"Good"	"2016-07-05T14:21:09.704Z"	"2016-07-05T14:21:09.704Z"
"1049910.3"	"Leptospira interrogans serovar Icterohaemorrhagiae str. Verdun HP"	"Leptospira interrogans serovar Icterohaemorrhagiae str. Verdun HP"	1049910	"WGS"	"Verdun HP"	"serovar Icterohaemorrhagiae"			"MLST.Leptospira_spp.17,MLST.Leptospira_spp_2.47,MLST.Leptospira_spp_3.2"		" "		"2012-01-24T00:00:00Z"		"PRJNA74135"	"SAMN00739248"	"GCA_000244455.3"	"SRR353187,SRR353188"	"AHNZ00000000"	"-"	"J. Craig Venter Institute"	"WGS"	"454"					1141	4231959	35.5	5179						"France"	"France"						"Human, Homo sapiens"																			"-;many frameshifted proteins"		97.7	89.4	98.6	20.8	"Too many contigs"	"Poor"	"2014-12-08T22:11:57.809Z"	"2015-03-16T03:17:09.594Z"
"1049968.3"	"Leptospira kirschneri serovar Valbuzzi str. 200702274"	"Leptospira kirschneri serovar Valbuzzi str. 200702274"	1049968	"WGS"	"200702274"	"serovar Valbuzzi"			"MLST.Leptospira_spp.110,MLST.Leptospira_spp_2.100,MLST.Leptospira_spp_3.94"		" "		"2012-01-24T00:00:00Z"		"PRJNA74141"	"SAMN02436380"	"GCA_000244515.3"		"AHOC00000000"	"-"	"J. Craig Venter Institute"	"WGS"	"454"					224	4201822	36	4955						"France"	"France"						"Human, Homo sapiens"																			"-"		99	89.7	100	17.3		"Good"	"2014-12-08T22:11:58.638Z"	"2015-03-16T03:17:09.594Z"
"1049972.3"	"Leptospira licerasiae serovar Varillal str. VAR 010"	"Leptospira licerasiae serovar Varillal str. VAR 010"	1049972	"WGS"		"serovar Varillal"					" "		"2012-01-24T00:00:00Z"	"23145189"	"PRJNA74167"	"SAMN02436421"	"GCA_000244755.3"		"AHOO00000000"	"-"	"J. Craig Venter Institute"	"WGS"						14	4211147	41.1	3999	3931					"Peru"	"Peru: Varillal village, Iquitos"						"Human, Homo sapiens"																			"-"		97.5	97	100			"Good"	"2014-12-08T22:11:58.933Z"	"2015-03-16T03:17:09.594Z"
"105219.7"	"Ralstonia mannitolilytica strain MRY14-0246"		105219	"WGS"	"MRY14-0246"								"2015-05-30T00:00:00Z"	"25953190"	"PRJDB3529"	"SAMD00026327"	"GCA_000953875.1"		"BBUP01000000"		"National Institute of Infectious Diseases"		"Illumina HiSeq 2500"	"183.7x"	"CLC Genomic Workbench v. 7.5.1"			48	4669233	65.78	4466						"Japan"	"Japan"					"env_biome:Unknown"	"Human, Homo sapiens"																			"Ralstonia mannitolilytica is an opportunistic human pathogen. We analyze the whole-genome sequence of R. mannitolilytica MRY14-0246 strain from a patient in Japan to investigate the genes associated with the drug resistance and virulence phenotypes."		99.4	97.8	100	0.4		"Good"	"2016-01-17T15:49:09.941Z"	"2016-01-17T15:49:09.941Z"
"105219.8"	"Ralstonia mannitolilytica strain SN82F48"		105219	"Complete"	"SN82F48"								"2015-03-19T00:00:00Z"		"PRJNA273689"	"SAMN03295199"	"GCF_000954135.1"		"CP010799,CP010800,CP010801"		"UCSF"		"Oxford Nanopore; Illumina, Nextera"		"SPAdes v. v3.5"	2	1	3	5072301	65.49	4890	4472		"bone marrow"		"16-Oct-2002"	"United States"	"USA: San Francisco"						"Human, Homo sapiens"			"sepsis"						"Negative"	"Bacilli"									"sequencing of Ralstonia mannitolilytica strains at UCSF"	"collected_by:UCSF"	99.5	98	100			"Good"	"2016-01-17T15:49:12.974Z"	"2016-01-17T15:49:12.974Z"
"1054460.4"	"Streptococcus pseudopneumoniae IS7493"	"Streptococcus pseudopneumoniae IS7493"	1054460	"Complete"	"IS7493"								"2011-07-29T00:00:00Z"	"21994930"	"PRJNA69547"	"SAMN02603728"	"GCA_000221985.1"		"CP002925.1,CP002926.1"	"NC_015875.1,NC_015876.1"			"Genome Sequencer FLX"			1		1	2190731	0.395	2242	2230		"sputum of a patient with human immunodeficiency virus (HIV) who had documented pneumonia"	"Isolate IS7493 was obtained from the sputum of a patient with human immunodeficiency virus (HIV) who had documented pneumonia"		"Canada"	"Canada: Ontario"						"Human, Homo sapiens"																	"Host"	"Pneumonia"	"-"		99.9	99.6	99.3	0.2		"Good"	"2014-12-08T22:13:35.502Z"	"2015-03-16T03:17:09.594Z"
"1069640.6"	"Sneathia sp. Sn35"		187101	"Complete"	"SN35"								"2015-04-17T00:00:00Z"	"23281612"	"PRJNA276758"	"SAMN03380727"	"GCF_000973085.1"		"CP011280"	"NZ_CP011280.1"	"Virginia Commonwealth University"		"Sanger dideoxy sequencing; 454"	"200"	"Newbler v. 2.6"	1		1	1330224	28.43	1281	1183		"amniotic fluid"		"2010"	"United States"	"United States"						"Human, Homo sapiens"																			"Bacteria of the genus Sneathia are emerging as potential pathogens of the female reproductive tract. Species of Sneathia, which were formerly grouped with Leptotrichia, can be part of the normal microbiota of the genitourinary tracts of men and women, but they are also associated with a variety of clinical conditions including bacterial vaginosis, preeclampsia, preterm labor, spontaneous abortion, post-partum bacteremia and other invasive infections. Sneathia species also exhibit a significant correlation with sexually transmitted diseases and cervical cancer. Because Sneathia species are fastidious and rarely cultured successfully in vitro; and the genomes of members of the genus had until now not been characterized, very little is known about the physiology or the virulence of these organisms. In this project, we describe a novel species, Sneathia amnii sp. nov, which closely resembles bacteria previously designated “Leptotrichia amnionii”. As part of the Vaginal Human Microbiome Project at VCU, a vaginal isolate of S. amnii sp. nov. was identified, successfully cultured and bacteriologically cloned. The biochemical characteristics and virulence properties of the organism were examined in vitro, and the genome of the organism was sequenced, annotated and analyzed."	"sample_type:whole organism"	96.2	95.6	99.2			"Good"	"2016-01-17T15:53:55.064Z"	"2016-01-17T15:53:55.064Z"
